imdb_id,title,year,runtime,rating,votes,plot
tt10811166,The Kashmir Files,(2022),170 min,8.3,548031,"The Kashmir Files' is a story, based on video interviews of the first generation victims of the Genocide of Kashmiri Pandit Community In 1990."
tt1187043,3 Idiots,(2009),170 min,8.4,387020,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
tt0986264,Taare Zameen Par,(2007),165 min,8.3,188938,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
tt5074352,Dangal,(2016),161 min,8.3,183452,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
tt2338151,PK,(2014),153 min,8.1,180108,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.
tt2239822,Valerian and the City of a Thousand Planets,(2017),136 min,6.4,178452,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe."
tt10888594,Radhe,(2021),135 min,1.9,176724,"After taking the dreaded gangster Gani Bhai, ACP Rajveer Shikawat aka Radhe goes on a manhunt to find the wealthiest man of the town secretly running a crime syndicate."
tt8110330,Dil Bechara,(2020),101 min,8.1,128813,"The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group."
tt0405508,Rang De Basanti,(2006),167 min,8.1,118221,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
tt10295212,Shershaah,(2021),135 min,8.4,117190,"The story of PVC awardee Indian soldier Capt. Vikram Batra, who shot to fame and became a household name during the Kargil War in 1999."
tt0169102,Lagaan: Once Upon a Time in India,(2001),224 min,8.1,112262,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
tt1188996,My Name Is Khan,(2010),165 min,7.9,105502,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.
tt7886848,Sadak 2,(2020),133 min,1.1,94787,"The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive."
tt1954470,Gangs of Wasseypur,(2012),321 min,8.2,93896,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
tt8108198,Andhadhun,(2018),139 min,8.2,89460,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
tt0367110,"Swades: We, the People",(2004),210 min,8.1,89238,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
tt3863552,Bajrangi Bhaijaan,(2015),163 min,8.1,85251,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
tt2082197,Barfi!,(2012),151 min,8.1,80884,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
tt0374887,Munna Bhai M.B.B.S.,(2003),156 min,8.1,80493,A gangster sets out to fulfill his father's dream of becoming a doctor.
tt4430212,Drishyam,(2015),163 min,8.2,79848,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
tt0871510,Chak De! India,(2007),153 min,8.1,79266,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
tt1562872,Zindagi Na Milegi Dobara,(2011),155 min,8.1,76141,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
tt9531772,Sooryavanshi,(2021),145 min,6.4,75379,"Sooryavanshi traces the acts and serious antics of DCP Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India."
tt10280276,Coolie No. 1,(2020),134 min,4.2,73288,"After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire."
tt0292490,Dil Chahta Hai,(2001),183 min,8.1,71311,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
tt0347304,Kal Ho Naa Ho,(2003),186 min,7.9,68228,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
tt2356180,Bhaag Milkha Bhaag,(2013),186 min,8.2,66926,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition."
tt0242519,Hera Pheri,(2000),156 min,8.1,65258,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
tt3322420,Queen,(2013),146 min,8.1,65201,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
tt1821480,Kahaani,(2012),122 min,8.1,62322,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
tt5461944,Hotel Mumbai,(2018),123 min,7.6,61895,The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.
tt1166100,Ghajini,(2008),186 min,7.3,60276,A short-term memory loss patient sets out on his journey to avenge the death of his beloved girl.
tt8291224,Uri: The Surgical Strike,(2019),138 min,8.2,59088,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
tt6571548,The White Tiger,(2021),125 min,7.1,59044,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.
tt2574698,Gunday,(2014),152 min,2.6,58985,"The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds."
tt2283748,OMG: Oh My God!,(2012),125 min,8.1,57647,A shopkeeper takes God to court when his shop is destroyed by an earthquake.
tt3848892,Baby,(I) (2015),159 min,7.9,57067,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
tt10350922,Laxmii,(2020),141 min,2.6,56834,"Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge."
tt4387040,Airlift,(2016),130 min,7.9,56518,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."
tt2377938,Special Chabbis,(2013),144 min,8.0,55637,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
tt2350496,The Lunchbox,(2013),104 min,7.8,55434,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
tt0073707,Sholay,(1975),204 min,8.1,55091,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
tt3390572,Haider,(2014),160 min,8.1,54562,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
tt2176013,Jab Tak Hai Jaan,(2012),198 min,6.7,54348,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.
tt4169250,M.S. Dhoni: The Untold Story,(2016),184 min,7.9,54104,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
tt2112124,Chennai Express,(2013),141 min,6.0,53602,A man heading towards Rameshwaram via Chennai express to immerse his late grandfather's ashes unwillingly gets caught amidst goons after helping their boss's daughter and them board the train.
tt6452574,Sanju,(2018),155 min,7.6,53387,"Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life."
tt0109117,Andaz Apna Apna,(1994),160 min,8.0,52906,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
tt1285241,Don 2,(2011),148 min,7.0,52518,"Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin."
tt0420332,Veer-Zaara,(2004),192 min,7.8,52354,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever."
tt1093370,Jab We Met,(2007),138 min,7.9,52162,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
tt0172684,Kuch Kuch Hota Hai,(1998),177 min,7.6,51796,"During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali."
tt9052870,Chhichhore,(2019),143 min,8.2,50248,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
tt1182937,Rab Ne Bana Di Jodi,(2008),167 min,7.2,47536,"A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani."
tt10083340,Gangubai Kathiawadi,(2022),152 min,7.0,47366,A woman becomes a powerful underworld figure.
tt0456144,Lage Raho Munna Bhai,(2006),144 min,8.0,46540,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.
tt7431594,Race 3,(2018),160 min,1.9,46124,Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.
tt1833673,Dhoom:3,(2013),172 min,5.3,45690,"When Sahir, a circus entertainer trained in magic and acrobatics, turns into a thief to take down a corrupt bank in Chicago that ruined his father, Indian officers Jai and Ali are called to catch him."
tt4832640,Sultan,(2016),170 min,7.0,45485,"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds."
tt3495026,Fan,(I) (2016),142 min,6.9,45310,"Gaurav develops an obsession with a movie star who looks just like him. He goes to Bombay to meet his idol, but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero."
tt1639426,Udaan,(2010),134 min,8.1,44774,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father."
tt5571734,Pink,(III) (2016),136 min,8.1,44290,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
tt3405236,Raees,(2017),143 min,6.7,43994,A bootlegger sets out to improve his community as a promising leader but falls in a political trap.
tt1839596,Rockstar,(2011),159 min,7.7,43771,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer."
tt2178470,Yeh Jawaani Hai Deewani,(2013),160 min,7.2,43575,"Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds."
tt1024943,Om Shanti Om,(2007),162 min,6.7,42782,"In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life."
tt8239946,Tumbbad,(2018),104 min,8.2,42016,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
tt1787988,Talaash,(2012),140 min,7.2,42013,"Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie."
tt0238936,Devdas,(I) (2002),185 min,7.5,41671,"After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain."
tt10733228,Gehraiyaan,(2022),148 min,6.2,41645,Takes you on a journey into the deep rooted intricacies of modern human relationships.
tt13491110,Antim: The Final Truth,(2021),138 min,6.9,40058,The cop played by Salman fights the land mafia in the film.
tt13510660,Dhamaka,(2021),103 min,7.3,39789,"Reassigned from TV to radio, a frustrated anchor sees both danger and opportunity when he receives threatening calls on the air."
tt10280296,Sardar Udham,(2021),164 min,8.5,39495,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.
tt5946128,Dear Zindagi,(2016),151 min,7.4,39464,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections."
tt2395469,Gully Boy,(2019),154 min,7.9,38342,A coming-of-age story based on the lives of street rappers in Mumbai.
tt7212754,Ludo,(2020),149 min,7.6,38315,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
tt10895576,Mimi,(I) (2021),132 min,7.9,37661,Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.
tt0461936,Don,(I) (2006),178 min,7.1,36957,"Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself."
tt2461132,Happy New Year,(I) (2014),180 min,4.9,36805,A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.
tt2213054,Kai po che!,(2013),130 min,7.7,36654,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.
tt1620933,Paan Singh Tomar,(2012),135 min,8.2,35985,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
tt0347473,Main Hoon Na,(2004),179 min,7.0,35276,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother."
tt4934950,Talvar,(2015),132 min,8.1,34782,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
tt0375611,Black,(2005),122 min,8.1,34778,"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world."
tt10350626,Gunjan Saxena: The Kargil Girl,(2020),112 min,5.5,34474,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War
tt11045422,Toofaan,(2021),163 min,5.7,34460,The story of a boxer and the struggles he faces on his journey to get to the national level competition.
tt3735246,Bajirao Mastani,(2015),158 min,7.2,34410,"An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand."
tt4535650,Dilwale,(2015),158 min,5.0,34384,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart."
tt2016894,Ek Tha Tiger,(2012),132 min,5.5,34179,India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.
tt10699086,Bachchhan Paandey,(2022),147 min,5.9,34089,A budding director tries to research a merciless gangster for making a film on gangster-ism. But her secret attempts to conduct the research fail when she gets caught for snooping.
tt7518786,83,(2021),162 min,7.5,33663,"On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage."
tt7725596,Badhaai ho,(2018),124 min,8.0,33640,A man is embarrassed when he finds out his mother is pregnant.
tt0066763,Anand,(1971),122 min,8.1,33523,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
tt8108202,Stree,(2018),128 min,7.5,33231,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s."
tt10964430,Thappad,(2020),142 min,7.2,32804,Thappad is a story of Amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. But is one slap enough to question what a relationship stands for?
tt0439662,Fanaa,(2006),168 min,7.1,32703,A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?
tt10324144,Article 15,(2019),130 min,8.2,32702,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
tt8108268,The Tashkent Files,(2019),134 min,8.1,32417,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated."
tt2359810,Raanjhanaa,(2013),140 min,7.6,32362,"Kundan, the son of a Hindu pundit, discovers that his childhood sweetheart Zoya loves city-bred Akram and wants to marry him. However, he persistently seeks to win her heart."
tt1620719,Dabangg,(2010),126 min,6.2,32291,"A corrupt police officer faces challenges from his family, gangsters and politicians."
tt0449994,Jodhaa Akbar,(2008),213 min,7.5,32274,"A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha."
tt8983202,Kabir Singh,(2019),173 min,7.0,31811,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
tt5935704,Padmaavat,(2018),164 min,7.0,31636,"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar."
tt3767372,Piku,(2015),123 min,7.6,31563,"A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy."
tt1324059,Wake Up Sid,(2009),138 min,7.6,30972,"The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai."
tt7721800,Bharat,(2019),150 min,4.7,30729,"At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what."
tt1327035,Dev.D,(2009),144 min,7.9,30467,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?"
tt7485048,Super 30,(2019),154 min,7.9,30159,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.
tt7098658,Raazi,(2018),138 min,7.7,30067,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.
tt0213890,Mohabbatein,(2000),216 min,7.0,29598,"A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples."
tt2203308,Aashiqui 2,(2013),132 min,7.0,29415,Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.
tt2372222,Kick,(2014),146 min,5.3,29058,"An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster."
tt8108274,Tanhaji: The Unsung Warrior,(2020),135 min,7.5,28967,"Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod."
tt2140465,Tanu Weds Manu Returns,(2015),128 min,7.6,28694,Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?
tt5956100,Tiger Zinda Hai,(2017),161 min,5.9,28692,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them."
tt2980794,Highway,(I) (2014),133 min,7.6,28578,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper."
tt0164538,Dil Se..,(1998),144 min,7.5,28468,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.
tt2556308,Holiday,(2014),160 min,7.2,28161,"A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command."
tt5764096,Hindi Medium,(2017),132 min,7.8,28116,A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.
tt0106333,Baazigar,(1993),175 min,7.6,27863,"A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive."
tt4635372,Masaan,(2015),109 min,8.1,27554,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
tt6527426,Zero,(III) (2018),164 min,5.2,27304,"The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life."
tt8130968,Badla,(2019),118 min,7.8,27295,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.
tt3148502,Tamasha,(2015),139 min,7.3,27122,Tamasha is about the journey of someone who has lost his edge in trying to follow acceptable conventions of society. The film is based on the central theme of abrasion and loss of self that...                See full summary »
tt10309902,Chehre,(2021),139 min,6.5,26956,"An 80-year-old man with a penchant for real life games in a story about rights and wrongs. It's a story about the decisions one makes in their lifetime and the fact that every decision has its repercussions, hearing and judgment."
tt9614460,Chhapaak,(2020),120 min,5.3,26878,"The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit."
tt0473367,Jaane Tu... Ya Jaane Na,(2008),155 min,7.4,26807,Two best friends being convinced that they are not in love search for each other's love.
tt5460276,Kaabil,(2017),139 min,7.1,26641,A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.
tt0441048,Dhoom:2,(2006),152 min,6.5,26342,"Mr A, a fearless thief, steals valuable artefacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them."
tt5165344,Rustom,(2016),148 min,7.0,26300,"A naval officer returns home to find out about his wife's affair. Soon, he surrenders after murdering the lover but as the case unfolds, it starts to reveal his hidden intention."
tt0995031,Bhool Bhulaiyaa,(2007),159 min,7.4,26227,"An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery."
tt10083640,Bhoot Police,(2021),129 min,7.2,26137,Two brothers whose job is to hunt and eradicate ghosts for money is assigned a project in a remote village
tt11027830,Haseen Dillruba,(2021),135 min,6.9,25951,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth."
tt4900716,Kapoor & Sons,(2016),132 min,7.7,25902,The story about two brothers who visit their dysfunctional family for their grandfather's birthday party.
tt0265343,Monsoon Wedding,(2001),114 min,7.3,25699,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India."
tt1729637,Bodyguard,(I) (2011),130 min,4.6,25678,The daughter of a wealthy nobleman secretly falls in love with her bodyguard.
tt2372678,2 States,(2014),149 min,6.9,25568,This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.
tt0200087,Sarfarosh,(1999),174 min,8.1,25515,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists."
tt7218518,Padman,(2018),140 min,7.9,25465,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India."
tt5982852,Jolly LLB 2,(2017),137 min,7.2,25089,Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.
tt2424988,Gabbar Is Back,(2015),128 min,7.1,24881,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.
tt6108090,Secret Superstar,(2017),150 min,7.8,24573,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
tt2855648,Madras Cafe,(2013),130 min,7.6,24454,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.
tt10062556,Bhuj: The Pride of India,(2021),113 min,4.8,24291,"During the Indo-Pakistani War of 1971, the Bhuj airbase is attacked and a race against time begins to rebuild the damaged airstrip."
tt1849718,Agneepath,(2012),174 min,6.9,24217,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.
tt9766332,Atrangi Re,(2021),138 min,6.5,24163,"A Tamil boy meets a girl from Bihar, what follows is a love story for the ages. A non-linear narrative of two romances running in parallel from different timelines."
tt7430722,War,(2019),154 min,6.5,24151,An Indian soldier chases after his mentor who has gone rogue following an unexpected kill.
tt1084972,Wanted,(I) (2009),147 min,6.6,24081,"Radhe is a ruthless gangster who will kill anyone for money. He is attracted towards Jhanvi, a middle class girl, who does not approve of his work and wants him to change."
tt5080556,2.0,(2018),148 min,6.1,24060,"After mobiles start mysteriously flying out of the hands of people in Chennai, Dr Vaseegaran summons his trusted robot Chitti to ward off the bird-shaped supernatural powers of Pakshirajan."
tt11873440,Heropanti 2,(2022),145 min,4.1,23907,'Heropanti 2' is about a guy who helps people at night. Whether that be saving someone from a robbery or kidnapping. this guy is always there. The Indian government finds out about this and...                See full summary »
tt6826438,Parmanu: The Story of Pokhran,(2018),129 min,7.6,23870,"Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies."
tt0254481,Koi... Mil Gaya,(2003),171 min,7.1,23799,"A developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful."
tt0466460,Khosla Ka Ghosla!,(2006),135 min,8.3,23750,A Delhi based retired middle class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.
tt2905838,Bang Bang,(I) (2014),153 min,5.5,23739,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background."
tt3678782,Badlapur,(2015),134 min,7.4,23707,Raghu begins walking a fine line between good and evil as he exacts violent revenge on two criminals who killed his family 15 years ago.
tt0109555,Darr,(1993),178 min,7.6,23646,A woman plans to marry a navy officer but she is also the object of another man's obsession.
tt0499375,Guru,(2007),162 min,7.7,23593,"A villager, Gurukant Desai, arrives in Bombay 1958, and rises from its streets to become the GURU, the biggest tycoon in Indian history."
tt7212726,Simmba,(2018),158 min,5.7,23370,"Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path."
tt0323013,Lakshya,(2004),186 min,7.8,23141,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero."
tt6967980,Bareilly Ki Barfi,(2017),116 min,7.5,23138,"Set in the small-town of Bareilly, Bitti is a free-spirited young girl who lives life on her own terms and refuses to be pressured into getting married. Her life takes a shift when she meets Chirag Dubey and Pritam Vidrohi."
tt0104561,Jo Jeeta Wohi Sikandar,(1992),174 min,8.2,23107,"A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race."
tt4559006,Ae Dil Hai Mushkil,(2016),158 min,5.8,23042,"This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak."
tt3447364,Detective Byomkesh Bakshy!,(2015),139 min,7.6,22957,"While investigating the disappearance of a chemist, a detective uncovers a larger conspiracy to unsettle Calcutta."
tt8983228,Jhund,(2022),176 min,7.4,22776,"Based on the life of Vijay Barse, a retired sports teacher who founded an NGO called Slum Soccer. He managed to rehabilitate street kids by keeping them off drugs and crime by turning them into soccer players and building a whole team."
tt1029231,Krrish 3,(2013),152 min,5.3,22760,"Krrish and his scientist father must save the world and their own family from an evil man named Kaal and his gang of mutants, led by the ruthless Kaya."
tt0419058,Phir Hera Pheri,(2006),153 min,7.1,22747,"Baburao, Raju and Shyam are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money. And so, with a don as an unknowing investor, Raju initiates a new game."
tt5286444,Neerja,(2016),122 min,7.6,22583,"The story of courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on Pan Am Flight 73 in 1986 when it was hijacked by a terrorist organization."
tt2077833,Rowdy Rathore,(2012),140 min,5.7,22419,"A con man uncovers a deadly secret and must save his lady love, the small-town locals and the little girl who insists she's his daughter, from the mob."
tt0118983,Dil To Pagal Hai,(1997),180 min,7.0,22311,"A grand musical about three passionate and dreamy characters: Rahul, Pooja and Nisha. Will their dreams come true? Will they find their true love?"
tt7581902,Sonu Ke Titu Ki Sweety,(2018),138 min,7.1,22040,Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.
